id;x;y;timestamp
203;116.286774;39.792866;1381245300
204;116.327332;40.021809;1381191300
204;116.45739;40.017647;1381191300
206;116.25444;39.889576;1381197600
206;116.306351;39.896976;1381197600
207;116.372719;39.899635;1381197600
207;116.39431;39.900311;1381197600
213;116.309914;39.910034;1381206600
213;116.325432;39.899563;1381206600
215;116.279526;39.961441;1381211100
215;116.419144;39.897251;1381211100
226;116.404602;39.862144;1381232700
226;116.420036;39.84597;1381232700
234;116.33535;39.955009;1381181400
234;116.440254;39.924191;1381181400
235;116.469589;39.921463;1381184100
235;116.511292;40.009129;1381184100
236;116.513145;40.010815;1381185000
236;116.543999;40.025146;1381185000
238;116.461494;39.942272;1381200300
238;116.460556;39.908199;1381200300
258;116.387962;39.876194;1381188600
258;116.543175;40.024788;1381188600
269;116.472534;39.904903;1381215600
269;116.496582;39.900829;1381215600
271;116.462334;39.905334;1381220100
271;116.382599;39.865234;1381220100
276;116.414246;39.949295;1381163400
276;116.369408;39.948097;1381163400
281;116.372955;39.933949;1381194900
281;116.373543;39.920513;1381194900
282;116.373581;39.919304;1381195800
282;116.379166;39.898388;1381195800
294;116.53318;40.021351;1381234500
294;116.413567;39.993248;1381234500
301;116.413658;39.995174;1381188600
301;116.437263;39.992725;1381188600
302;116.421051;39.993938;1381189500
302;116.40686;39.995018;1381189500
314;116.36982;39.976223;1381206600
314;116.371284;39.953735;1381206600
336;116.351448;40.024452;1381230900
336;116.352158;40.007809;1381230900
338;116.328255;40.021458;1381236300
338;116.356277;40.023964;1381236300
340;116.542542;40.024624;1381209300
340;116.395493;39.963379;1381209300
342;116.446434;39.962479;1381212900
342;116.349579;39.936935;1381212900
352;116.417946;39.916866;1381236300
352;116.417076;39.940849;1381236300
358;116.295387;39.941509;1381194000
358;116.416641;39.9021;1381194000
362;116.295975;39.947422;1381215600
362;116.330841;39.923115;1381215600
364;116.374329;40.021408;1381186800
364;116.380409;39.980034;1381186800
365;116.380882;39.974133;1381187700
365;116.355278;39.941463;1381187700
374;116.352654;39.902878;1381168800
374;116.36348;39.89056;1381168800
384;116.198105;39.910793;1381199400
384;116.341682;39.923084;1381199400
386;116.349472;39.930275;1381204800
386;116.286278;40.009693;1381204800
389;116.422279;39.857273;1381231800
389;116.448692;39.853928;1381231800
391;116.359818;39.912975;1381244400
391;116.416794;39.910542;1381244400
392;116.414482;39.910675;1381246200
392;116.326668;39.844288;1381246200
404;116.503311;39.97773;1381185900
404;116.445328;39.949974;1381185900
406;116.42511;39.960514;1381188600
406;116.407471;39.994011;1381188600
412;116.472717;39.948925;1381230900
412;116.407135;40.002712;1381230900
417;116.443817;39.920654;1381247100
417;116.461136;39.919277;1381247100
419;116.361237;39.962444;1381192200
419;116.416397;39.969082;1381192200
436;116.547768;39.965778;1381186800
436;116.530746;39.91703;1381186800
441;116.305901;39.980801;1381196700
441;116.314201;40.020992;1381196700
442;116.366783;40.005482;1381200300
442;116.355293;40.008064;1381200300
446;116.507057;39.796577;1381210200
446;116.492165;39.815067;1381210200
458;116.332764;39.772587;1381187700
458;116.303009;39.841351;1381187700
475;116.280846;39.886639;1381189500
475;116.37925;39.866161;1381189500
481;116.3573;39.932262;1381198500
481;116.411827;39.918583;1381198500
488;116.226585;39.907337;1381226400
488;116.198799;39.913048;1381226400
489;116.309959;39.904709;1381230900
489;116.330765;39.849133;1381230900
492;116.297165;39.866165;1381235400
492;116.243095;39.901039;1381235400
502;116.296432;39.971817;1381198500
502;116.305977;39.986095;1381198500
504;116.298233;39.923756;1381210200
504;116.325989;39.92802;1381210200
508;116.308983;39.897346;1381214700
508;116.284019;39.875183;1381214700
514;116.252808;39.892673;1381225500
514;116.298874;39.984039;1381225500
522;116.330017;39.985615;1381163400
522;116.358925;39.9366;1381163400
525;116.365929;39.952599;1381184100
525;116.372803;39.933018;1381184100
526;116.341637;39.948006;1381185000
526;116.306099;39.975609;1381185000
529;116.370667;39.961105;1381203000
529;116.406967;39.94091;1381203000
539;116.379509;39.938744;1381213800
539;116.348625;40.025135;1381213800
541;116.337273;39.991783;1381222800
541;116.387062;39.990524;1381222800
545;116.413528;39.941032;1381231800
545;116.410843;39.923698;1381231800
552;116.428024;39.858612;1381197600
552;116.423378;39.821415;1381197600
557;116.536682;40.022469;1381214700
557;116.469322;39.917725;1381214700
560;116.322876;39.896828;1381164300
560;116.517105;39.916298;1381164300
569;116.302124;39.909897;1381185000
569;116.2967;39.918316;1381185000
570;116.299286;39.92379;1381185900
570;116.358459;39.865425;1381185900
571;116.360214;39.868385;1381186800
571;116.286316;39.856232;1381186800
572;116.299072;39.857868;1381189500
572;116.274391;39.903996;1381189500
587;116.296425;39.889637;1381223700
587;116.312912;39.85804;1381223700
593;116.4673;39.997231;1381237200
593;116.430252;39.999882;1381237200
597;116.322845;39.896637;1381241700
597;116.491196;39.959515;1381241700
612;116.306061;39.978416;1381213800
612;116.34623;39.957874;1381213800
614;116.438126;39.98365;1381217400
614;116.404488;40.002876;1381217400
619;116.546021;39.923576;1381199400
619;116.505173;39.942219;1381199400
628;116.460663;39.873722;1381234500
628;116.484634;39.7939;1381234500
629;116.488136;39.805168;1381236300
629;116.32634;39.889248;1381236300
630;116.319672;39.893208;1381239000
630;116.257156;39.874588;1381239000
632;116.462082;39.893425;1381245300
632;116.472183;39.888607;1381245300
634;116.505051;40.02438;1381185000
634;116.466667;39.971832;1381185000
645;116.439125;39.97628;1381213800
645;116.467712;39.958744;1381213800
650;116.426636;39.858055;1381193100
650;116.457184;39.864765;1381193100
661;116.230911;39.903801;1381189500
661;116.320686;39.896297;1381189500
663;116.252792;39.914825;1381193100
663;116.255219;39.90387;1381193100
666;116.311531;39.924252;1381203900
666;116.295311;39.913013;1381203900
667;116.306953;39.923771;1381208400
667;116.321709;39.908798;1381208400
670;116.291428;39.866158;1381212900
670;116.282303;39.9002;1381212900
671;116.267487;39.907539;1381213800
671;116.198914;39.924854;1381213800
680;116.534676;39.809269;1381213800
680;116.512383;39.795067;1381213800
685;116.385529;39.870785;1381239900
685;116.456978;39.955837;1381239900
687;116.341919;39.897877;1381161600
687;116.303917;39.896763;1381161600
689;116.453583;39.908405;1381211100
689;116.467804;39.927097;1381211100
690;116.46032;39.928658;1381212900
690;116.353737;39.883308;1381212900
698;116.399879;39.854443;1381228200
698;116.412651;39.857334;1381228200
699;116.406647;39.865154;1381231800
699;116.365913;39.854954;1381231800
717;116.387741;39.994423;1381226400
717;116.39444;40.004971;1381226400
719;116.352631;39.996826;1381228200
719;116.374939;39.948551;1381228200
721;116.290215;39.822563;1381243500
721;116.356895;39.792946;1381243500
726;116.20739;39.892452;1381207500
726;116.283409;39.907829;1381207500
728;116.356537;39.908962;1381211100
728;116.246971;39.973125;1381211100
767;116.314583;39.947655;1381195800
767;116.349457;39.934608;1381195800
768;116.344246;39.935589;1381196700
768;116.356201;39.941429;1381196700
769;116.356346;39.942879;1381196700
769;116.348152;39.993179;1381196700
771;116.329018;39.905426;1381202100
771;116.463051;40.001347;1381202100
778;116.375061;39.987488;1381219200
778;116.388893;40.002182;1381219200
780;116.324013;39.967449;1381221900
780;116.307983;39.965275;1381221900
781;116.306732;39.973003;1381221900
781;116.316139;39.982578;1381221900
784;116.379532;39.955765;1381228200
784;116.460464;40.025005;1381228200
785;116.471771;39.994183;1381232700
785;116.332695;39.994499;1381232700
793;116.302322;39.964504;1381200300
793;116.4785;39.907528;1381200300
804;116.461708;39.935265;1381239000
804;116.493042;39.912388;1381239000
806;116.288101;40.006935;1381242600
806;116.286621;40.014984;1381242600
814;116.43383;39.897625;1381196700
814;116.426384;39.904945;1381196700
816;116.279877;39.872177;1381208400
816;116.309143;39.846321;1381208400
822;116.366707;39.878216;1381219200
822;116.374649;39.895058;1381219200
823;116.374519;39.894638;1381219200
823;116.427437;39.908672;1381219200
827;116.433311;39.943123;1381230000
827;116.461876;39.922962;1381230000
830;116.321144;39.923534;1381235400
830;116.355782;39.913902;1381235400
845;116.252754;39.927616;1381186800
845;116.264648;39.911293;1381186800
846;116.212639;39.907459;1381188600
846;116.204071;39.927696;1381188600
851;116.198906;39.934551;1381195800
851;116.256538;39.929375;1381195800
853;116.213699;39.907478;1381200300
853;116.198395;39.924892;1381200300
854;116.198853;39.913742;1381202100
854;116.234375;39.903896;1381202100
855;116.21154;39.909866;1381204800
855;116.275497;39.951473;1381204800
857;116.292801;39.974091;1381214700
857;116.292191;39.95961;1381214700
859;116.260704;39.946632;1381218300
859;116.278343;39.932343;1381218300
860;116.225754;39.907349;1381240800
860;116.229874;39.8965;1381240800
861;116.244881;39.903774;1381241700
861;116.305649;39.896988;1381241700
869;116.354904;39.963943;1381207500
869;116.441833;40.02425;1381207500
870;116.417557;40.023254;1381209300
870;116.334885;39.967663;1381209300
876;116.450233;39.933197;1381234500
876;116.440071;39.921001;1381234500
882;116.332726;39.994614;1381247100
882;116.344299;39.986385;1381247100
887;116.309586;39.949722;1381197600
887;116.303947;39.936211;1381197600
892;116.347786;40.007572;1381207500
892;116.33725;39.992775;1381207500
894;116.355774;39.95023;1381213800
894;116.353096;39.924294;1381213800
897;116.346161;39.938599;1381217400
897;116.364243;39.93705;1381217400
899;116.352226;40.008232;1381229100
899;116.364723;39.99828;1381229100
910;116.44297;39.972923;1381188600
910;116.362175;40.001427;1381188600
917;116.480591;39.98571;1381212000
917;116.495277;39.980366;1381212000
919;116.424744;39.975536;1381214700
919;116.545822;39.971058;1381214700
922;116.4366;39.908974;1381221900
922;116.470695;39.871277;1381221900
923;116.477928;39.903603;1381223700
923;116.54718;39.923576;1381223700
929;116.365623;39.97794;1381204800
929;116.348335;39.958195;1381204800
935;116.374596;39.99593;1381219200
935;116.325722;40.023331;1381219200
951;116.320953;39.8792;1381197600
951;116.461418;39.878704;1381197600
954;116.351067;39.87085;1381205700
954;116.369736;39.987904;1381205700
955;116.339684;39.884933;1381209300
955;116.373253;39.930248;1381209300
956;116.372353;39.942478;1381211100
956;116.32531;39.972675;1381211100
968;116.309891;39.918915;1381239900
968;116.310356;39.931728;1381239900
974;116.237366;39.954517;1381161600
974;116.228767;39.954636;1381161600
987;116.329346;39.986176;1381238100
987;116.297874;39.991543;1381238100
988;116.305801;39.980804;1381239000
988;116.265594;39.880848;1381239000
995;116.311119;39.882008;1381166100
995;116.409332;39.856895;1381166100
999;116.39167;39.856873;1381184100
999;116.397919;39.792618;1381184100
1000;116.526031;39.899391;1381279500
1000;116.44503;39.857304;1381279500
1007;116.347565;39.939137;1381305600
1007;116.379616;39.957382;1381305600
1013;116.363625;39.987339;1381327200
1013;116.314812;39.973331;1381327200
1014;116.302574;39.966305;1381328100
1014;116.352043;39.932888;1381328100
1015;116.349655;39.933346;1381329000
1015;116.442642;39.947769;1381329000
1016;116.429802;39.941235;1381329900
1016;116.338966;39.938293;1381329900
1019;116.322372;39.771561;1381305600
1019;116.334251;39.792637;1381305600
1021;116.398193;39.79195;1381312800
1021;116.399315;39.852951;1381312800
1058;116.367172;39.912151;1381298400
1058;116.334312;39.88583;1381298400
1059;116.315636;39.882442;1381302900
1059;116.273743;39.865837;1381302900
1060;116.281784;39.869473;1381304700
1060;116.311272;39.976151;1381304700
1062;116.334076;39.927658;1381311000
1062;116.349457;39.944408;1381311000
1072;116.322823;39.896755;1381269600
1072;116.418144;39.901062;1381269600
1080;116.34584;39.897964;1381283100
1080;116.326538;39.90506;1381283100
1081;116.328918;39.896988;1381284900
1081;116.352638;39.889286;1381284900
1088;116.478027;39.918926;1381296600
1088;116.470016;39.908741;1381296600
1089;116.456093;39.906506;1381297500
1089;116.450394;39.913525;1381297500
1093;116.356438;39.914162;1381307400
1093;116.332573;39.877155;1381307400
1098;116.348381;39.974876;1381284900
1098;116.315598;39.995312;1381284900
1102;116.342812;39.976349;1381293900
1102;116.316925;39.978554;1381293900
1104;116.34861;39.949867;1381295700
1104;116.332947;39.993061;1381295700
1105;116.353539;39.98278;1381298400
1105;116.351898;39.93248;1381298400
1116;116.341644;39.897545;1381327200
1116;116.422752;39.950199;1381327200
1117;116.423058;39.941029;1381329000
1117;116.334694;39.891964;1381329000
1120;116.45549;39.950119;1381279500
1120;116.450989;39.903679;1381279500
1125;116.440247;39.888584;1381289400
1125;116.423149;39.89735;1381289400
1132;116.356606;39.919296;1381315500
1132;116.358284;39.940495;1381315500
1134;116.387077;39.994251;1381318200
1134;116.382187;39.976871;1381318200
1136;116.464867;39.997189;1381321800
1136;116.437309;39.983627;1381321800
1137;116.426872;39.977165;1381322700
1137;116.372131;39.948154;1381322700
1140;116.425125;39.96302;1381328100
1140;116.503876;40.004112;1381328100
1141;116.518654;40.020683;1381331700
1141;116.385994;39.990051;1381331700
1150;116.383095;39.870934;1381321800
1150;116.359688;39.868221;1381321800
1151;116.387703;39.871269;1381323600
1151;116.438705;39.90836;1381323600
1154;116.34819;39.889294;1381328100
1154;116.394615;39.857006;1381328100
1165;116.502129;39.915951;1381281300
1165;116.439728;39.92244;1381281300
1167;116.424736;39.974529;1381289400
1167;116.36985;39.974266;1381289400
1169;116.327385;39.957104;1381291200
1169;116.409119;39.927822;1381291200
1171;116.424515;39.980522;1381296600
1171;116.462166;39.949833;1381296600
1177;116.461113;39.895721;1381256100
1177;116.513847;39.866375;1381256100
1196;116.38073;39.978737;1381303800
1196;116.467819;39.99815;1381303800
1200;116.465897;40.01149;1381312800
1200;116.430573;39.993706;1381312800
1207;116.320061;39.892662;1381328100
1207;116.381157;39.907234;1381328100
1214;116.428238;39.904903;1381297500
1214;116.474709;39.908371;1381297500
1218;116.41832;39.897224;1381308300
1218;116.461304;39.94928;1381308300
1228;116.358261;39.868511;1381301100
1228;116.348915;39.880169;1381301100
1229;116.444748;39.87479;1381302900
1229;116.434509;39.928135;1381302900
1230;116.460884;39.907719;1381306500
1230;116.460945;39.884979;1381306500
1239;116.501976;39.929668;1381300200
1239;116.485527;39.982597;1381300200
1240;116.458694;39.978676;1381302000
1240;116.489517;39.901386;1381302000
1248;116.287453;39.83625;1381277700
1248;116.260834;39.892555;1381277700
1252;116.355774;39.934917;1381284000
1252;116.390198;39.954292;1381284000
1262;116.356323;39.91296;1381288500
1262;116.329086;39.90041;1381288500
1267;116.373802;39.91132;1381302000
1267;116.363937;39.914131;1381302000
1271;116.352554;39.881706;1381311000
1271;116.398689;39.793446;1381311000
1279;116.275253;39.930183;1381327200
1279;116.356644;40.022499;1381327200
1283;116.456619;40.019691;1381298400
1283;116.431068;39.969025;1381298400
1286;116.31768;39.879612;1381275000
1286;116.254791;39.88961;1381275000
1289;116.46209;39.939442;1381291200
1289;116.32473;39.967449;1381291200
1296;116.350883;39.892269;1381303800
1296;116.36261;39.896267;1381303800
1300;116.361076;39.962227;1381310100
1300;116.408989;39.914734;1381310100
1304;116.305878;39.882816;1381318200
1304;116.276756;39.876881;1381318200
1306;116.427216;39.906281;1381268700
1306;116.505882;39.959595;1381268700
1307;116.517319;39.923607;1381271400
1307;116.377968;39.864433;1381271400
1312;116.418976;39.954247;1381306500
1312;116.435852;39.949642;1381306500
1316;116.434723;39.927555;1381320000
1316;116.40464;40.008423;1381320000
1319;116.364082;39.915482;1381328100
1319;116.355347;39.937962;1381328100
1324;116.447563;39.963482;1381275900
1324;116.45787;39.948654;1381275900
1341;116.340523;39.9902;1381248900
1341;116.356247;40.02277;1381248900
1342;116.417603;40.024422;1381259700
1342;116.421379;39.99379;1381259700
1353;116.384621;39.987488;1381293000
1353;116.412781;40.000614;1381293000
1361;116.357285;39.918407;1381309200
1361;116.371178;39.910782;1381309200
1363;116.445076;39.94949;1381314600
1363;116.477325;39.866936;1381314600
1367;116.444061;39.964863;1381321800
1367;116.409683;39.96793;1381321800
1376;116.310059;39.890697;1381284900
1376;116.332932;39.886223;1381284900
1378;116.375259;39.864914;1381293900
1378;116.547691;39.923557;1381293900
1380;116.548035;39.889416;1381300200
1380;116.546959;39.941238;1381300200
1381;116.527893;39.941525;1381302000
1381;116.391022;39.871445;1381302000
1382;116.374229;39.870571;1381305600
1382;116.394257;39.802876;1381305600
1389;116.310471;39.926701;1381293900
1389;116.458923;39.955341;1381293900
1401;116.439697;39.956863;1381274100
1401;116.459999;39.871403;1381274100
1403;116.459618;39.914711;1381282200
1403;116.46138;39.916702;1381282200
1409;116.435783;39.969784;1381289400
1409;116.439629;39.957443;1381289400
1424;116.406906;39.912334;1381319100
1424;116.4506;39.940643;1381319100
1428;116.400299;40.002182;1381325400
1428;116.40078;39.995174;1381325400
1431;116.544022;40.025249;1381248000
1431;116.4188;39.905365;1381248000
1435;116.52269;40.024658;1381284900
1435;116.44577;39.922318;1381284900
1445;116.473747;39.913681;1381317300
1445;116.47805;39.919491;1381317300
1447;116.547768;39.923687;1381324500
1447;116.546928;39.941315;1381324500
1460;116.385719;39.987743;1381275900
1460;116.413055;39.988544;1381275900
1481;116.547897;39.909672;1381321800
1481;116.40242;39.965588;1381321800
1492;116.323753;39.899643;1381270500
1492;116.54055;40.023869;1381270500
1500;116.43187;39.937801;1381293900
1500;116.365059;39.93256;1381293900
1517;116.471306;39.916035;1381248000
1517;116.517326;39.939419;1381248000
1518;116.467697;39.959194;1381250700
1518;116.48423;39.991276;1381250700
1519;116.466217;39.960247;1381253400
1519;116.461639;39.945724;1381253400
1524;116.419273;39.949223;1381267800
1524;116.42939;39.905144;1381267800
1529;116.356422;39.918514;1381276800
1529;116.379654;39.948338;1381276800
1531;116.350914;40.022915;1381280400
1531;116.439857;39.967228;1381280400
1538;116.450378;39.944862;1381324500
1538;116.37487;39.948856;1381324500
1542;116.247513;39.869175;1381274100
1542;116.278999;39.896961;1381274100
1546;116.264664;39.907833;1381287600
1546;116.335587;39.907867;1381287600
1549;116.330605;39.877178;1381302900
1549;116.326462;39.888367;1381302900
1551;116.308815;39.90892;1381307400
1551;116.310051;39.887451;1381307400
1556;116.337997;39.938572;1381316400
1556;116.309753;39.952957;1381316400
1560;116.252808;39.906548;1381321800
1560;116.244949;39.89978;1381321800
1581;116.542953;39.928967;1381298400
1581;116.547073;39.941227;1381298400
1585;116.418015;39.915646;1381305600
1585;116.434639;39.929634;1381305600
1589;116.462067;39.939827;1381310100
1589;116.467308;39.984722;1381310100
1591;116.468803;39.986099;1381319100
1591;116.457832;40.004452;1381319100
1605;116.264481;39.886433;1381302000
1605;116.257393;39.872261;1381302000
1607;116.46183;39.910854;1381306500
1607;116.461845;39.935665;1381306500
1619;116.364609;39.919178;1381297500
1619;116.375099;39.91457;1381297500
1622;116.209625;39.832077;1381311000
1622;116.272476;39.869781;1381311000
1625;116.30439;39.858017;1381315500
1625;116.294945;39.875851;1381315500
1627;116.312119;39.911827;1381317300
1627;116.374161;39.837883;1381317300
1628;116.371628;39.853725;1381319100
1628;116.385399;39.883209;1381319100
1629;116.373032;39.899826;1381320900
1629;116.334579;39.895008;1381320900
1630;116.332695;39.890049;1381321800
1630;116.314163;40.02248;1381321800
1633;116.433853;39.931938;1381329000
1633;116.340881;39.885899;1381329000
1636;116.334099;39.928177;1381333500
1636;116.367302;39.907082;1381333500
1637;116.198883;39.924698;1381275900
1637;116.317886;39.975555;1381275900
1638;116.320427;39.968346;1381279500
1638;116.30954;39.950333;1381279500
1645;116.276138;39.907425;1381302000
1645;116.352119;39.907124;1381302000
1646;116.337044;39.903378;1381303800
1646;116.343475;39.932407;1381303800
1651;116.342102;39.957912;1381273200
1651;116.525223;40.018459;1381273200
1667;116.461678;39.948196;1381275000
1667;116.463791;39.907928;1381275000
1673;116.330376;40.021454;1381290300
1673;116.363312;40.010441;1381290300
1678;116.410881;39.968956;1381327200
1678;116.449387;39.997395;1381327200
1679;116.457375;39.904099;1381248000
1679;116.494179;39.956661;1381248000
1682;116.323662;39.939045;1381251600
1682;116.231544;39.883472;1381251600
1685;116.367615;39.940655;1381259700
1685;116.271515;39.907383;1381259700
1695;116.301712;39.889736;1381287600
1695;116.544434;40.02523;1381287600
1696;116.536064;40.022423;1381297500
1696;116.333641;39.986134;1381297500
1700;116.303291;39.889847;1381309200
1700;116.27433;39.902927;1381309200
1708;116.371696;39.889572;1381321800
1708;116.363594;39.883411;1381321800
1717;116.33522;39.89299;1381291200
1717;116.352821;39.88942;1381291200
1724;116.406433;39.922367;1381304700
1724;116.418823;39.933651;1381304700
1727;116.424011;39.900612;1381248000
1727;116.434052;39.936214;1381248000
1733;116.401825;39.828762;1381285800
1733;116.461784;39.909294;1381285800
1734;116.456207;39.956963;1381288500
1734;116.541046;40.02409;1381288500
1735;116.541733;40.024426;1381293900
1735;116.312843;39.984146;1381293900
1742;116.287933;39.960361;1381316400
1742;116.301254;39.927143;1381316400
1750;116.38636;39.968567;1381329900
1750;116.377495;39.983761;1381329900
1753;116.407433;39.985493;1381275000
1753;116.448875;39.876259;1381275000
1756;116.45401;39.884464;1381284000
1756;116.321892;39.897297;1381284000
1757;116.360558;39.958035;1381289400
1757;116.331917;39.992817;1381289400
1759;116.338432;39.972691;1381293000
1759;116.365753;39.969051;1381293000
1761;116.335007;39.961929;1381296600
1761;116.325371;39.940132;1381296600
1762;116.339005;39.962112;1381298400
1762;116.279297;39.953945;1381298400
1763;116.292366;39.95797;1381299300
1763;116.319229;39.972427;1381299300
1772;116.445793;39.963764;1381320000
1772;116.310265;39.957027;1381320000
1774;116.405266;39.990437;1381327200
1774;116.352623;39.898277;1381327200
1778;116.317894;39.884182;1381268700
1778;116.311432;39.867058;1381268700
1792;116.353653;39.978619;1381300200
1792;116.44101;39.909885;1381300200
1798;116.288284;39.92725;1381283100
1798;116.319748;39.923641;1381283100
1802;116.282593;39.961613;1381291200
1802;116.365639;39.972099;1381291200
1806;116.382881;39.972652;1381301100
1806;116.38916;39.990887;1381301100
1810;116.381561;39.977142;1381311000
1810;116.512367;39.938946;1381311000
1813;116.478111;39.925106;1381319100
1813;116.486168;39.89991;1381319100
1816;116.436928;39.893803;1381322700
1816;116.438995;39.903419;1381322700
1819;116.406876;39.968956;1381327200
1819;116.327744;39.884403;1381327200
1823;116.514114;39.79282;1381272300
1823;116.542252;39.807983;1381272300
1826;116.522385;39.781944;1381278600
1826;116.375572;39.865246;1381278600
1828;116.400391;39.846527;1381282200
1828;116.484749;39.869865;1381282200
1842;116.376221;39.878578;1381324500
1842;116.489349;39.893108;1381324500
1848;116.369057;39.94228;1381276800
1848;116.344719;39.922565;1381276800
1852;116.425163;39.957615;1381285800
1852;116.534698;40.021729;1381285800
1854;116.356186;39.94471;1381296600
1854;116.343376;40.000889;1381296600
1855;116.340919;39.992954;1381299300
1855;116.353127;39.990929;1381299300
1856;116.353157;39.989479;1381299300
1856;116.434593;39.985062;1381299300
1863;116.342262;39.913967;1381323600
1863;116.335159;39.977158;1381323600
1868;116.293579;39.822727;1381248000
1868;116.216553;39.843792;1381248000
1875;116.293365;39.907547;1381248000
1875;116.28746;39.910229;1381248000
1881;116.374084;39.903069;1381297500
1881;116.346817;39.888081;1381297500
1892;116.293495;39.993862;1381281300
1892;116.273651;39.908005;1381281300
1895;116.295746;39.994316;1381290300
1895;116.312675;39.985172;1381290300
1898;116.292381;39.993832;1381294800
1898;116.288063;39.917122;1381294800
1899;116.287987;39.916248;1381295700
1899;116.354881;39.913891;1381295700
1906;116.358368;39.831013;1381249800
1906;116.466721;39.841286;1381249800
1907;116.415695;39.86536;1381251600
1907;116.446327;39.884701;1381251600
1908;116.375748;39.904198;1381252500
1908;116.40686;39.951328;1381252500
1913;116.353882;39.980675;1381284000
1913;116.343765;39.932701;1381284000
1914;116.345863;39.92812;1381284900
1914;116.434929;39.909142;1381284900
1917;116.403;39.914528;1381290300
1917;116.441101;39.907539;1381290300
1920;116.336403;39.884888;1381296600
1920;116.363968;39.899242;1381296600
1925;116.352066;40.010532;1381306500
1925;116.332687;39.994473;1381306500
1930;116.278839;40.024956;1381318200
1930;116.358727;39.981583;1381318200
1931;116.336647;39.967747;1381321800
1931;116.247688;39.947166;1381321800
1932;116.270866;39.946762;1381323600
1932;116.304893;39.932392;1381323600
1933;116.305893;39.941414;1381323600
1933;116.257378;39.947746;1381323600
1936;116.32769;39.896873;1381332600
1936;116.270035;39.917553;1381332600
1939;116.312927;39.835651;1381290300
1939;116.264488;39.869167;1381290300
1942;116.353394;39.88662;1381298400
1942;116.321747;39.900394;1381298400
1948;116.418297;39.902672;1381319100
1948;116.393219;39.886868;1381319100
1958;116.305367;39.882614;1381309200
1958;116.27372;39.902691;1381309200
1960;116.309792;39.90591;1381317300
1960;116.317261;39.884651;1381317300
1969;116.357216;39.920879;1381248000
1969;116.424828;39.95417;1381248000
